token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,slug_obra,page_num
insectos,inseto,insetos,plural,1,"Os elytros em alguns [[b]]insectos[[/b]] estaõ conglutinados, e unidos entre si; e entaõ faltaõ as asas
              posteriores, e o scutello.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,89
tuberculos,tubérculo,tubérculos,plural,1,"Com [[b]]tuberculos[[/b]].
                Curculio. fig. 8.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,90
longitudinaes,longitudinal,longitudinais,plural,1,Imprimidos com linhas [[b]]longitudinaes[[/b]]. Carabus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,90
longitudinaes,longitudinal,longitudinais,plural,1,Os pontos dispostos em linhas [[b]]longitudinaes[[/b]]. Cysomela.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas 
                  [[b]]longitudinaes[[/b]] excavadas. Carabus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
reticuladas,reticulado,reticulado,feminino plural,1,"Com varias linhas prominentes 
                  [[b]]reticuladas[[/b]], ou dispostas em modo de rede. Silpha rugosa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
longitudinaes,longitudinal,longitudinais,plural,1,Com linhas levantadas [[b]]longitudinaes[[/b]]. Silpha atrata.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas prominentes [[b]]longitudinaes[[/b]] crenadas, ou ondadas. Curculio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
conniventes,conivente,coniventes,plural,1,A margem interior dos elytros saõ [[b]]conniventes[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,91
emarginados,emarginado,emarginado,masculino plural,1,"Excavados, ou 
                  [[b]]emarginados[[/b]] no apice. Leptura, Stenocorus..",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,92
Insectos,inseto,Insetos,plural,1,"Sciencia, que trata dos [[b]]Insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,92
insectos,inseto,insetos,plural,1,"A regiaõ epigastrica nos [[b]]insectos[[/b]] he o espaço que fica na parte superior do ventre. Cantharis
              rufa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,92
insecto,inseto,inseto,,1,"Copia do humor, que o [[b]]insecto[[/b]] lança quando se corta,
              ou tambem pela transpiraçaõ",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,92
membranaceas,membranáceo,membranáceas,feminino plural,1,Com as margens [[b]]membranaceas[[/b]] estendidas. Gryllus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,92
insectos,inseto,insetos,plural,1,He cornea na maior parte dos [[b]]insectos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,93
longitudinal,longitudinal,longitudinal,,1,"A modo de quilha; ou com huma linha  [[b]]longitudinal[[/b]] aguda
                levantada. Curculio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,94
longitudinal,longitudinal,longitudinal,,1,Com huma linha  [[b]]longitudinal[[/b]] excavada. Curculio.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,94
insectos,inseto,insetos,plural,1,"He mais breve, que os palpos; na maior parte dos [[b]]insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,94
lacinia,lacínia,lacínia,,1,"Comprida até a aba, ou [[b]]lacinia[[/b]] externa da lingua.
                Apis.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,94
Setaceas,setáceo,Setáceas,feminino plural,1,"[[b]]Setaceas[[/b]].
                Tipula. fig. 64.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,95
Canaliculado,canaliculado,canaliculado,,1,[[b]]Canaliculado[[/b]]. Bibio.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,95
Canaliculada,canaliculado,canaliculado,feminino singular,1,[[b]]Canaliculada[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,96
lacinias,lacínia,lacínias,plural,1,"Pelas abas, ou [[b]]lacinias[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,97
insectos,inseto,insetos,plural,1,"O primeiro estado dos [[b]]insectos[[/b]] logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,98
insecto,inseto,inseto,,1,"O primeiro estado dos [[b]]insecto[[/b]]s logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,98
insecto,inseto,inseto,,1,"O primeiro estado dos [[b]]insecto[[/b]]s logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,98
auricula,aurícula,aurícula,,2,"Lobo, ou aba corresponde á figura da parte inferior da [[b]]auricula[[/b]]; he huma prominencia semicircular, ou que forma hum
              segmento de circulo; tendo huma diz-se unilobus; tendo duas diz-se bilobus. Scarabaeus
              bilobus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,99
membranacea,membranáceo,membranácea,feminino singular,1,"Outra especie de queixos taõbem transversaes produzidos da substancia interior da
              cabeça, muitas vezes de substancia [[b]]membranacea[[/b]], que fechaõ os lados da bocca
              interiormente.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,99
insectos,inseto,insetos,plural,1,Duas. Na maior parte dos [[b]]insectos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,99
membranacea,membranáceo,membranácea,feminino singular,1,De substancia [[b]]membranacea[[/b]]. Apis.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,100
lacinias,lacínia,lacínias,plural,1,"Pelas [[b]]lacinias[[/b]], ou
              abas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,100
insectos,inseto,insetos,plural,1,Duas. Em muitos [[b]]insectos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,100
lacinias,lacínia,lacínias,plural,1,"A pequena fenda no apice com duas [[b]]lacinias[[/b]], ou pontas agudas. Gyrinus. fig. 6.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,101
lacinia,lacínia,lacínia,,1,"O apice mais grosso, fendido com huma [[b]]lacinia[[/b]], ou
                aba movel. Phalangium. fig. 79.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,102
insectos,inseto,insetos,plural,1,"He a mudança dos [[b]]insectos[[/b]]
              a qual he de quatro estados desde o ovo até o Insecto perfeito, ou Imagem. Comprehende O Ovo, Larva, Pupa, e
              Imagem.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,102
Insecto,inseto,Inseto,,1,"He a mudança dos insectos
              a qual he de quatro estados desde o ovo até o [[b]]Insecto[[/b]] perfeito, ou Imagem. Comprehende O Ovo, Larva, Pupa, e
              Imagem.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,102
Insectos,inseto,Insetos,plural,1,"Chamaõ-se aquelles [[b]]Insectos[[/b]], que por falta de genitaes, saõ estereis; estes só se achaõ na
              republica das abêlhas, e formigas, servem para construirem, e encherem os favos,
              defenderem os maridos, e guardarem as Pupas. Fabricio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,102
Insectos,inseto,Insetos,plural,1,São dous na maior parte dos [[b]]Insectos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,102
pedunculos,pedúnculo,pedúnculos,plural,2,"Com 
                  [[b]]pedunculos[[/b]], que os sustentaõ. Cancer.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,103
Oblongos,oblongo,oblongo,masculino plural,1,"[[b]]Oblongos[[/b]].
                Buprestis.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,103
Insectos,inseto,Insetos,plural,1,"A bocca para tomar o alimento he cousa, que todos tem, e naquelles [[b]]Insectos[[/b]], em que parece faltar,
              supprem alguns poros; ella consta de clypeo, beiços, mandibulas, maxillas, galea,
              palpos, lingua espiral, proboscide, rostro, houstello.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,103
filamentos,filamento,filamento,plural,2,"Saõ os [[b]]filamentos[[/b]]
              juntos á bocca, articulados moveis, que servem de sensorio. Tab. VI. fig. II. III. b. b.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,103
bifido,bífido,bífido,,1,"O ultimo nó [[b]]bifido[[/b]], ou dividido, com
                huma lacinia, ou parte movel. Scorpio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,105
lacinia,lacínia,lacínia,,1,"O ultimo nó bifido, ou dividido, com
                huma [[b]]lacinia[[/b]], ou parte movel. Scorpio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,105
membranaceos,membranáceo,membranáceos,masculino plural,1,"Muito compridos, compressos dos lados, [[b]]membranaceos[[/b]] á maneira de
                lingua. Nomada.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,105
bifido,bífido,bífido,,1,"O ultimo nó [[b]]bifido[[/b]], ou dividido.
                Alucita.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,106
insectos,inseto,insetos,plural,1,"Saõ duas partes em figura de pente, que se observaõ entre o abdomen, e o peito de
              alguns [[b]]insectos[[/b]]. Scorpio. Pelo
              numero dos dentes destes pentes he, que se distinguem as especies deste
              genero.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,106
insectos,inseto,insetos,plural,1,"Ao peito ordinariamente estão pegados os quatro pés anteriores nos [[b]]insectos[[/b]] hexapodos, ou de seis
              pés.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,106
Insectos,inseto,Insetos,plural,1,Seis na maior parte dos [[b]]Insectos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
ciliados,ciliado,ciliado,masculino plural,1,"Com os pés posteriores compressos [[b]]ciliados[[/b]], com o tarso mutico, ou sem unha. Dytiscus, Notonecta.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
canaliculado,canaliculado,canaliculado,,1,"Quando o femur anterior he [[b]]canaliculado[[/b]], e recebe a tibia falcada, ou arqueada. Nepa. fig.
                37.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
falcada,falcado,falcado,feminino singular,1,"Quando o femur anterior he canaliculado, e recebe a tibia [[b]]falcada[[/b]], ou arqueada. Nepa. fig.
                37.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
Insecto,inseto,Inseto,,1,"Diz-se de huma continuação carnoza, recta, cylindrica, posta na bocca do [[b]]Insecto[[/b]] com dous beiços na ponta, a qual o
              animal, póde voluntariamente recolher, e estender. Musca.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
Canaliculada,canaliculado,canaliculado,feminino singular,1,"[[b]]Canaliculada[[/b]].
                Tabanus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,107
pedunculo,pedúnculo,pedúnculo,,2,"Pelo Stipe, ou 
              [[b]]pedunculo[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Membranacea,membranáceo,membranácea,feminino singular,1,[[b]]Membranacea[[/b]]. Rhingia. Tabanus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Ciliados,ciliado,ciliado,masculino plural,1,"[[b]]Ciliados[[/b]]. Rhagio.
                Empis.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Insecto,inseto,Inseto,,1,"Diz-se do animal, que passando do estado de larva fica revestido de huma
              substancia mais seca ainda esteril, a que podemos chamar adolescencia do [[b]]Insecto[[/b]], passando, para a idade vegetativa,
              corrobora a imagem occulta até a perfeiçoar; considera-se pois esta pelas fórmas
              seguintes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Insecto,inseto,Inseto,,1,"Sahindo o [[b]]Insecto[[/b]] do estado de pupa
                agil em todas as suas partes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Insecto,inseto,Inseto,,1,"Quando o [[b]]Insecto[[/b]] se acha dentro de
                hum globo.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,108
Insectos,inseto,Insetos,plural,1,"Nos [[b]]Insectos[[/b]] he huma
              bainha articulada, que consta de huma só valva, e inclue ordinariamente tres
              sedas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,109
longitudinal,longitudinal,longitudinal,,1,Com linha [[b]]longitudinal[[/b]] esculpida. Laternaria.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,109
membranacea,membranáceo,membranácea,feminino singular,1,Com a margem [[b]]membranacea[[/b]] estendida.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,110
Insectos,inseto,Insetos,plural,1,"Pequeno escudo, pegado na parte posterior do thorax, posto entre as azas. Tab.
              VI. fig. II. k. O escutello. falta nos [[b]]Insectos[[/b]] apteros, ou que naõ tem azas, assim como tambem nos que
              tem elytros pegados, ou unidos.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,110
insecto,inseto,inseto,,1,"O uso do escutello parece ser para o [[b]]insecto[[/b]] estender
              as azas, quando voa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,110
Insectos,inseto,Insetos,plural,1,"Mais breve que o abdomen, na maior parte dos [[b]]Insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,111
longitudinal,longitudinal,longitudinal,,1,"A modo de quilha, ou com linha  [[b]]longitudinal[[/b]] levantada, aguda.
                Acrydium. Gryllus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,111
longitudinaes,longitudinal,longitudinais,plural,1,Com strias levantadas [[b]]longitudinaes[[/b]]. Crabro fossoria.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,111
longitudinal,longitudinal,longitudinal,,1,"Com linha  [[b]]longitudinal[[/b]] muito excavada, ou aprofundada.
                Scarabaeus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,111
Insecto,inseto,Inseto,,1,"Saõ os poros lateraes, que se observaõ em cada segmento do abdomen do [[b]]Insecto[[/b]]",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,112
longitudinal,longitudinal,longitudinal,,1,"O sterno he huma linha  [[b]]longitudinal[[/b]] elevada no peito muitas vezes
              anterior, e posteriormente acaba em ponta. fig. III. f.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,112
Ciliado,ciliado,ciliado,,1,[[b]]Ciliado[[/b]]. Dytiscus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,113
villos,vilo,vilos,plural,2,"Cercado de [[b]]villos[[/b]], ou de muitos pellos sem ordem. Sphinx. Phalaena.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,113
insecto,inseto,inseto,,1,"Situaçaõ, e figura das partes, que o [[b]]insecto[[/b]] póde extender, e recolher, e que contem
              alguns orgaõs sensorios. V. Fabricio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,114
longitudinal,longitudinal,longitudinal,,1,Cujo diametro transversal he igual ao  [[b]]longitudinal[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,114
longitudinal,longitudinal,longitudinal,,1,"Cujo diametro transversal he mais breve, que o  [[b]]longitudinal[[/b]].
                Carabus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,114
longitudinal,longitudinal,longitudinal,,1,"Cujo diametro transversal excede o  [[b]]longitudinal[[/b]].
                Dytiscus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,114
insectos,inseto,insetos,plural,1,"Mais breve, que o abdomen, o que se observa na maior parte dos [[b]]insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,114
longitudinal,longitudinal,longitudinal,,1,"Com huma linha [[b]]longitudinal[[/b]] levantada, aguda, lisa.
                Gryllus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
longitudinal,longitudinal,longitudinal,,1,Com huma linha [[b]]longitudinal[[/b]] excavada.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
longitudinal,longitudinal,longitudinal,,1,"Com linha  [[b]]longitudinal[[/b]] levantada, lisa. Gryllus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas superficiaes, [[b]]longitudinaes[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
longitudinaes,longitudinal,longitudinais,plural,1,Com linhas [[b]]longitudinaes[[/b]] excavadas mais profundamente.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas transversaes, e [[b]]longitudinaes[[/b]] sem ordem, formando rugas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,115
bifidos,bífido,bífidos,masculino plural,1,"Com tentaculos, que se contrahem, [[b]]bifidos[[/b]] ou divididos em dous, em ambos os lados.
                Malachius.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,116
membranaceas,membranáceo,membranáceas,feminino plural,1,Com margens [[b]]membranaceas[[/b]] muito sahidas. Mantis.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,116
Canaliculada,canaliculado,canaliculado,feminino singular,1,"[[b]]Canaliculada[[/b]].
                Carabus. Tipula.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,117
pedunculo,pedúnculo,pedúnculo,,2,"Separado por meio de hum 
                  [[b]]pedunculo[[/b]], ou especie de pescoço, na maior parte dos insectos.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,117
insectos,inseto,insetos,plural,1,"Separado por meio de hum 
                  pedunculo, ou especie de pescoço, na maior parte dos [[b]]insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,117
tuberculos,tubérculo,tubérculos,plural,1,"Tambem nos servimos deste termo para os [[b]]tuberculos[[/b]], ou protuberancias excavadas, que estaõ ao comprido
              dos braços da Sepia Loligo &c. por meio dos quaes absorbe o ar, e a agua, e a
              lança fòra, ou tambem serrem para chupar os humores dos animaes, a que se
              pegaõ.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,118
longitudinaes,longitudinal,longitudinais,plural,1,Com costas [[b]]longitudinaes[[/b]] arqueadas.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,119
Botanica,Botânica,Botânica,,1,Com nós que tem incisuras. V. Crenatum na [[b]]Botanica[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,120
longitudinaes,longitudinal,longitudinais,plural,1,"Com excavações 
                  [[b]]longitudinaes[[/b]], e superficiaes. Nautilus Beccarii. fig. 16.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,120
membranaceas,membranáceo,membranáceas,feminino plural,1,"Formado, ou cuberto com pequenas laminas [[b]]membranaceas[[/b]] transversaes. Buccinum Bezoar.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,121
angulado,angulado,angulado,,1,Quasi [[b]]angulado[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,121
angulada,angulado,angulado,feminino singular,1,"Concha, que he longitudinalmente [[b]]angulada[[/b]] de hum lado, e outro. Helix.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,122
tuberculos,tubérculo,tubérculos,plural,1,"Liso, sem espinhos, [[b]]tuberculos[[/b]] &c.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,126
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas [[b]]longitudinaes[[/b]], ou strias alguma cousa prominentes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,126
auricula,aurícula,aurícula,,3,Nas bivalves he quando tem [[b]]auricula[[/b]]. Ostrea Pectines. V. Auricula.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,127
cirros,cirro,cirro,plural,1,"Da-se este nome de braço, a huma especie de [[b]]cirros[[/b]] grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos cotyledones postos na parte interior dos mesmos cirros, chupa o humor dos animaes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,127
cotyledones,cotilédone,cotilédones,plural,1,"Da-se este nome de braço, a huma especie de cirros grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos [[b]]cotyledones[[/b]] postos na parte interior dos mesmos cirros, chupa o humor dos animaes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,127
cirros,cirro,cirro,plural,1,"Da-se este nome de braço, a huma especie de [[b]]cirros[[/b]] grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos cotyledones postos na parte interior dos mesmos cirros, chupa o humor dos animaes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,127
filamentos,filamento,filamento,plural,2,"He huma especie de [[b]]filamentos[[/b]], que sahem dos Molluscos, com que as conchas se pegaõ humas ás outras, ou aos rochedos.
              Pinna, Mytilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,127
epiderme,epiderme,epiderme,,2,"He huma rede grossa sobre a [[b]]epiderme[[/b]], ou periosteo
              de certas conchas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,128
concameraçoens,concameração,concamerações,plural,1,"Certas 
                [[b]]concameraçoens[[/b]] divididas entre si. Nautilus. fig. 16.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,131
filamentos,filamento,filamento,plural,2,"Saõ os [[b]]filamentos[[/b]] das
              conchas multivalves. Lepas. Tab. XIII. fig. 2. d.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,131
tuberculos,tubérculo,tubérculos,plural,1,"Diz-se de huma coroa feita de [[b]]tuberculos[[/b]] agudos com incisoens profundas, ou tambem a
              circumferencia, ou margem das conchas bivalves com pequenas excavacoens, ou
              incisoens.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,133
tuberculos,tubérculo,tubérculos,plural,1,"Conchas univalves, cujos aculeos, ou [[b]]tuberculos[[/b]] formaõ huma coroa sobre a clavicula. V.
              Clavicula.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,134
escamoso,escamoso,escamoso,,1,Quasi [[b]]escamoso[[/b]]. Holothuria phantapus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,135
longitudinaes,longitudinal,longitudinais,plural,1,"Elevaçoens [[b]]longitudinaes[[/b]], raras vezes transversaes, que se observaõ em algumas testas
              das conchas. Ostrea Pecten, Buccinum Harpa. Tab. XII. fig. 14. Murex.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,135
Membranaceas,membranáceo,Membranáceas,feminino plural,1,[[b]]Membranaceas[[/b]],VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,135
tuberculos,tubérculo,tubérculos,plural,1,Com [[b]]tuberculos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,135
tuberculos,tubérculo,tubérculos,plural,1,"Saõ alguns [[b]]tuberculos[[/b]] chatos com hum buraco no meio, os quaes se achaõ na parte
              interior dos braços da Sepia.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,135
Membranaceo,membranáceo,Membranáceo,,1,"[[b]]Membranaceo[[/b]], dobrado, ou
                retorcido, fazendo angulo agudo na dobra. Muctra. fig. 10. a. a.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,136
concamerações,concameração,concameração,plural,1,"Divizaõ das [[b]]concamerações[[/b]], ou
              cellulas. Nautilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,137
lacinias,lacínia,lacínias,plural,1,"O labio dividido em abas, ou [[b]]lacinias[[/b]] extendidas. Strombus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,137
tuberculos,tubérculo,tubérculos,plural,1,"Diz-se da concha cuja clavicula, espiras, canaliculaturas, linhas, pontos, e [[b]]tuberculos[[/b]] se naõ podem observar, ou estaõ como safadas, pelas
              interrupções, que causa a sua antiguidade.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,139
pedunculo,pedúnculo,pedúnculo,,1,"Com pésinho, ou [[b]]pedunculo[[/b]]. V. na Botanica.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,140
Botanica,Botânica,Botânica,,1,"Com pésinho, ou pedunculo. V. na [[b]]Botanica[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,140
ennoveladas,enovelado,enoveladas,feminino plural,1,"Cellulas 
                [[b]]ennoveladas[[/b]], ou amontoadas. Cellepora verrucosa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,140
caliz,cálice,cálice,,1,"Á maneira de copo de [[b]]caliz[[/b]]. Madrepora
              cavernosa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,140
membranaceo,membranáceo,membranáceo,,1,"Tubo [[b]]membranaceo[[/b]], pelo qual algumas especies de
              Lepas, ou Anomias se pegaõ a outros corpos.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,141
diaphragma,diafragma,diafragma,,2,"Isthmo, á semelhança da lingua de terra, que se acha entre dous mares, he a
              divizaõ, que se observa em cada [[b]]diaphragma[[/b]], que divide a cavidade do Nautilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,141
