token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
bulbosos,bulboso,bulboso,masculino plural,1,"— Bulbiferus. Que contem corpos carnosos, isto he, bulbosos. Allium carinatum na umbella; Raninculus
              ficaria nas axillas, donde sahem os ramos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 204)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,204,diciovandelli
Caule,caule,caule,,1,"22. Compositus. Caule dividido em ramos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 205)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,205,diciovandelli
arvores,árvore,árvores,plural,1,"Brachia. Nas arvores saõ os
              ramos mais grossos; nos quaes se divide o Tronco,
              tomando-se a similhança dos braços do Homem. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 205)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,205,diciovandelli
Tronco,tronco,tronco,,1,"Brachia. Nas arvores saõ os
              ramos mais grossos; nos quaes se divide o Tronco,
              tomando-se a similhança dos braços do Homem. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 205)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,205,diciovandelli
peciolos,pecíolo,pecíolos,plural,1,"— Fastigiatus. Quando os ramos se levantaõ em feixe de tal forma, que ficaõ iguaes
              como se fossem cortados horizontalmente; e assim se chamaõ fastigiati flores, quando
              os peciolos elevaõ as  fructificaçoens em
              hum feixe. &c. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
fructificaçoens,frutificação,frutificações,plural,1,"— Fastigiatus. Quando os ramos se levantaõ em feixe de tal forma, que ficaõ iguaes
              como se fossem cortados horizontalmente; e assim se chamaõ fastigiati flores, quando
              os peciolos elevaõ as  fructificaçoens em
              hum feixe. &c. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
troncos,tronco,tronco,plural,1,"e) — Patens. Se muitos  troncos, que nascem
              da raiz se afastaõ entre si formando angulos agudos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
coarctado,coarctado,coarctado,,1,"— Divaricatus. Opposto ao coarctado, ou apertado, quando o
                tronco lança muitos caules perto da terra sendo muito distantes entre
              si, e formando com o tronco hum angulo obtuzo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
tronco,tronco,tronco,,1,"— Divaricatus. Opposto ao coarctado, ou apertado, quando o
                tronco lança muitos caules perto da terra sendo muito distantes entre
              si, e formando com o tronco hum angulo obtuzo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
tronco,tronco,tronco,,1,"— Divaricatus. Opposto ao coarctado, ou apertado, quando o
                tronco lança muitos caules perto da terra sendo muito distantes entre
              si, e formando com o tronco hum angulo obtuzo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
caule,caule,caule,,1,"24. RAMIS, s. Brachiis. Os ramos saõ partes do  caule. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
tronco,tronco,tronco,,1,"Structura frondis. fig. 108. He huma especie de tronco formado do ramo,
              e da  folha, e muitas vezes contem a fructificaçaõ, e he proprio dos Fetos, e das Palmeiras. Asplenium scolopendria. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
folha,folha,folha,,1,"Structura frondis. fig. 108. He huma especie de tronco formado do ramo,
              e da  folha, e muitas vezes contem a fructificaçaõ, e he proprio dos Fetos, e das Palmeiras. Asplenium scolopendria. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
fructificaçaõ,frutificação,frutificação,,1,"Structura frondis. fig. 108. He huma especie de tronco formado do ramo,
              e da  folha, e muitas vezes contem a fructificaçaõ, e he proprio dos Fetos, e das Palmeiras. Asplenium scolopendria. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 206)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,206,diciovandelli
tronco,tronco,tronco,,1,"— Distichis. He quando os ramos, que se sahem em qualquer parte do
                tronco estaõ virados somente para dous lados. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 207)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,207,diciovandelli
tronco,tronco,tronco,,1,"— Verticillatis. Quando muitos ramos cercaõ o  tronco, postos todos ao
              redor do mesmo  tronco nas articulaçoens, e este saõ pelo numero terni,
              quaterni, quini, seni, septeni, octoni. Asperula odorata, Gallium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 207)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,207,diciovandelli
tronco,tronco,tronco,,1,"— Verticillatis. Quando muitos ramos cercaõ o  tronco, postos todos ao
              redor do mesmo  tronco nas articulaçoens, e este saõ pelo numero terni,
              quaterni, quini, seni, septeni, octoni. Asperula odorata, Gallium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 207)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,207,diciovandelli
tronco,tronco,tronco,,1,"c.) — Erectis. Quando formaõ na sua base angulo agudo com o  tronco, ou
              saõ quasi a perpendiculo. Delphinium consolida. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 207)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,207,diciovandelli
tronco,tronco,tronco,,1,"— Coarctatis. Se encostaõ ao mesmo tronco formando hum angulo muito
              agudo, e continuando assim até á summidade da planta. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
tronco,tronco,tronco,,1,"— Divergentibus. Formaõ com o tronco hum angulo recto. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
tronco,tronco,tronco,,1,"— Divaricatis. He quando os ramos formaõ sem ordem grandes angulos obtuzos
              apartando-se assim muito do tronco. Cucubalus bacciferus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
tronco,tronco,tronco,,1,"— Deflexis. Encurvados, formando hum arco da parte inferior do 
              tronco. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
tronco,tronco,tronco,,1,"— Reflexis, inflexis. Quando a ponta do ramo inclina para o  tronco pela
              parte superior. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
deflexos,deflexo,deflexo,plural,1,"— Fulcratis. Sendo taõ deflexos, que chegaõ
              a tocar a terra, e a raiz da mesma planta. Ficus. Gallium sylvaticum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
folhas,folha,folha,,1,"28. FOLIA. As folhas saõ os orgaõs do movimento da
              planta. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
folhas,folha,folha,plural,1,"Em quanto ao lugar, no qual estaõ unidas as folhas . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 208)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,208,diciovandelli
folhas,folha,folha,plural,1,"— 1.) Radicalia, radicantia. Sahindo as folhas immediatamente da  raiz. Campanula rotundifolia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
raiz,raiz,raiz,,1,"— 1.) Radicalia, radicantia. Sahindo as folhas immediatamente da  raiz. Campanula rotundifolia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"— 3.) Ramea fig.90. Nascendo estas folhas
              pelos ramos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folha,folha,folha,,1,"— 4.) Axillaria. Nascendo a  folha entre o ramo, e o 
              caule, ou no angulo, que forma o ramo com o caule. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
caule,caule,caule,,1,"— 4.) Axillaria. Nascendo a  folha entre o ramo, e o 
              caule, ou no angulo, que forma o ramo com o caule. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
flor,flor,flor,,1,"— 5.) Floralia. fig. 91. Nascendo donde sahe a flor, ou nos  pedunculos, e por se
              conservarem, he que differem das bracteas, que cahem. Salvia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
pedunculos,pedúnculo,pedúnculos,plural,1,"— 5.) Floralia. fig. 91. Nascendo donde sahe a flor, ou nos  pedunculos, e por se
              conservarem, he que differem das bracteas, que cahem. Salvia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
bracteas,bráctea,brácteas,plural,1,"— 5.) Floralia. fig. 91. Nascendo donde sahe a flor, ou nos  pedunculos, e por se
              conservarem, he que differem das bracteas, que cahem. Salvia. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,,1,"— 6.) Seminalia. fig. 88. As primeiras  folhas, que sahem
              da  semente, que dantes foraõ os  cotyledones, e estas cahem. Brassica
              rapa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
semente,semente,semente,,1,"— 6.) Seminalia. fig. 88. As primeiras  folhas, que sahem
              da  semente, que dantes foraõ os  cotyledones, e estas cahem. Brassica
              rapa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
cotyledones,cotilédone,cotilédones,plural,1,"— 6.) Seminalia. fig. 88. As primeiras  folhas, que sahem
              da  semente, que dantes foraõ os  cotyledones, e estas cahem. Brassica
              rapa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"30. Consideradas em quanto ao numero. 1. 2. 3. poucas folhas, muitas, duas a duas, ou tres a tres &c. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"— Disticha. (25.) As folhas postas nos dous
              lados do ramo. Pinus, Abies. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"— Sparsa. Naõ observando as  folhas ordem
              alguma. Epilobium angustifolium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
tronco,tronco,tronco,,1,"— Conferta. Quando saõ tantas, e taõ unidas entre si, que cobrem o
                tronco, ou caule donde sahem. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"— Fasciculata. fig. 107. Nascendo muitas folhas; e distinctas do mesmo ponto. Pinus larix. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 209)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,209,diciovandelli
folhas,folha,folha,plural,1,"— Confluentia. Diz-se das folhas, que saõ
              distinctas entre si, mas muito unidas na sua base, formando angulo agudo, (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Coadunata. Unindo-se varias  folhas, que
              parece crescerem de huma base só. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Remota. Sendo estas folhas distantes humas
              das outras. Polypodium fragile. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"32. b.) Opposita. fig. 82. ad 86. 103. Quando as folhas do caule se achaõ duas e duas, porem dispostas em cada lado á maneira
              de cruz. Veronica teucrium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Decussata. Quando as folhas postas a quatro
              e quatro oppostas, vendo-se a planta verticalmente mostraõ, ou parecem ser divididas
              entre quatro partes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Stellata. As folhas reprezentaõ a figura de
              estrela, com 6. folhas. Rubia tinctorum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Stellata. As folhas reprezentaõ a figura de
              estrela, com 6. folhas. Rubia tinctorum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Verticillata. fig. 101. 102. O caule he cercado por mais de duas folhas; e do numero destas se diz terna, quaterna,
              quina, sena. Lilium martagon. Asperula odorata. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
folhas,folha,folha,plural,1,"— Squamosa. Sendo as folhas mettidas no caule
              como outras tantas escamas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 210)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,210,diciovandelli
disco,disco,disco,,2,"— Adpressa. Quando o meio, ou disco da 
                folha se approxima, ou se une ao mesmo caule. Thlaspi bursa pastoris. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 211)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,211,diciovandelli
folha,folha,folha,,1,"— Adpressa. Quando o meio, ou disco da 
                folha se approxima, ou se une ao mesmo caule. Thlaspi bursa pastoris. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 211)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,211,diciovandelli
folhas,folha,folha,plural,1,"— Patentia. fig. 84. He o contrario do termo adpressa, ou quando as  folhas rectas formaõ com o caule angulo quasi
              reto. Sedum album. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 211)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,211,diciovandelli
folhas,folha,folha,plural,1,"— Reflexa. Saõ as folhas oppostas ás
              inflexas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 211)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,211,diciovandelli
folhas,folha,folha,plural,1,"— Verticalia, obversa. Diz-se das folhas,
              cuja base he taõ estreita, que parece o apice; e assim se diz obverse-ovata, ou
              obverse-cordata ou verticalmente oval, de feitio de coraçaõ. Em lugar de obverse
              poem-se sómente ob, assim dizendo-se vg. obovata entendese, que a base da figura oval
              he o apice da  folha, e o apice da dita figura he a base da 
                folha . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— Verticalia, obversa. Diz-se das folhas,
              cuja base he taõ estreita, que parece o apice; e assim se diz obverse-ovata, ou
              obverse-cordata ou verticalmente oval, de feitio de coraçaõ. Em lugar de obverse
              poem-se sómente ob, assim dizendo-se vg. obovata entendese, que a base da figura oval
              he o apice da  folha, e o apice da dita figura he a base da 
                folha . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— Verticalia, obversa. Diz-se das folhas,
              cuja base he taõ estreita, que parece o apice; e assim se diz obverse-ovata, ou
              obverse-cordata ou verticalmente oval, de feitio de coraçaõ. Em lugar de obverse
              poem-se sómente ob, assim dizendo-se vg. obovata entendese, que a base da figura oval
              he o apice da  folha, e o apice da dita figura he a base da 
                folha . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— Resupinata. Quando a parte interior, ou superior da  folha vira para a
              terra, e a inferior para o ceo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folhas,folha,folha,plural,1,"35. c.) Submersa, seu demersa. Estando as folhas escondidas debaixo da superficie da agua. Ranunculus aquatilis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folhas,folha,folha,plural,1,"— Natantia. Nadando as folhas pela superficie
              da agua. Nymphæa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folhas,folha,folha,plural,1,"— Radicata. Quando as mesmas  folhas lançaõ
              no disco inferior raizes como em algumas Algas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
disco,disco,disco,,2,"— Radicata. Quando as mesmas  folhas lançaõ
              no disco inferior raizes como em algumas Algas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— Radicantia. Sahindo raiz da extremidade, ou apice da  folha. Saxifraga
              cotyledon. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"36. Em quanto á inserçaõ, ou uniaõ da folha com o peciolo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
peciolo,pecíolo,pecíolo,,1,"36. Em quanto á inserçaõ, ou uniaõ da folha com o peciolo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— a.) Petiolata. fig. 93. Tendo a  folha na margem da sua base hum  peciolo (62), ou pé, por meio do qual se une ao
                tronco, ou ramo. Verbascum nigrum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
peciolo,pecíolo,pecíolo,,1,"— a.) Petiolata. fig. 93. Tendo a  folha na margem da sua base hum  peciolo (62), ou pé, por meio do qual se une ao
                tronco, ou ramo. Verbascum nigrum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
tronco,tronco,tronco,,1,"— a.) Petiolata. fig. 93. Tendo a  folha na margem da sua base hum  peciolo (62), ou pé, por meio do qual se une ao
                tronco, ou ramo. Verbascum nigrum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
peciolo,pecíolo,pecíolo,,1,"— Peltata, seu umbilicata. fig. 92. Quando o peciolo se
              une ao meio da  folha, e naõ á margem, nem á base. Tropæolum majus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folha,folha,folha,,1,"— Peltata, seu umbilicata. fig. 92. Quando o peciolo se
              une ao meio da  folha, e naõ á margem, nem á base. Tropæolum majus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
peciolo,pecíolo,pecíolo,,1,"37. b.) Sessilia. fig. 94. Sendo distituidas de peciolo;
              e por isto unidas immediatamente ao caule. Veronica teucrium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 212)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,212,diciovandelli
folhas,folha,folha,plural,1,"— Coadnata. Muitas folhas se unem entre
              si. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folhas,folha,folha,plural,1,"— Connata. fig. 98. As folhas oppostas (98)
              se unem pela sua base huma á outra. Lonicera. Dipsacus fullonum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Decurrentia. fig. 95. A folha se acha unida ao caule sem peciolo, mas a sua base se estende pelo caule abaixo.
              Verbascum thapsus, Carduus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
peciolo,pecíolo,pecíolo,,1,"— Decurrentia. fig. 95. A folha se acha unida ao caule sem peciolo, mas a sua base se estende pelo caule abaixo.
              Verbascum thapsus, Carduus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Amplexicaulia, fig. 96. Quando a base da  folha cerca trasversalmente
              ao caule. Salvia pratensis, Hyoscyamus niger. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Perfoliata. fig. 97. Se a base da  folha cinge transversalmente o
              caule por huma e outra parte. Bupleurum rotundifolium. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Vaginantia. fig. 99. Quando a base da  folha forma hum tubo, com que
              reveste o caule, sendo este tubo de figura cylindrica. Gramina, Polygonum, Rumex. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"— a.) Orbiculatum. fig. 1. Tendo o diametro  longitudinal igual ao
              transversal, formando deste modo huma figura circular. Geranium sanguineum. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Rotundum. A circuferencia da folha he privada de angulos, ou
              excavaçoens. Polygala amara. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
folha,folha,folha,,1,"— Obverse-ovatum. Estando a parte mais estreita da  folha pegada ao
                peciolo . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
peciolo,pecíolo,pecíolo,,1,"— Obverse-ovatum. Estando a parte mais estreita da  folha pegada ao
                peciolo . (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 213)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,213,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"— Ovatum. fig. 3. O diametro  longitudinal excede o transversal, e a sua base forma hum segmento
              circular, mas a folha he mais apertada na sua ponta. Scabiosa
              succisa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 214)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,214,diciovandelli
folha,folha,folha,,1,"— Ovatum. fig. 3. O diametro  longitudinal excede o transversal, e a sua base forma hum segmento
              circular, mas a folha he mais apertada na sua ponta. Scabiosa
              succisa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 214)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,214,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"— Ovale, seu ellipticum. fig. 4. He quando o diametro  longitudinal
              excede o transversal, sendo as extremidades apertadas, da mesma largura. Vicia
              sylvatica. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 214)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,214,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"39. — b.) Oblongum. fig. 5. O diametro  longitudinal da 
                folha excede algumas vezes o transversal, sendo huma, e outra extremidade
              mais estreita, que hum segmento de circulo. Salvia pratensis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 214)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,214,diciovandelli
